mun;grupos;num;area;n_af_nao;n_af_sim;area_af_nao;area_af_sim;usa_agrotoxico;nao_usa_agrotoxico;naf_usa_agrotoxico;naf_nao_usa_agrotoxico;af_usa_agrotoxico;af_nao_usa_agrotoxico;naf_organico;naf_n_organico;af_organico;af_n_organico;;
Ourizona;De 50 a menos de 100 ha;28;2041;20;8;1598;443;28;0;20;0;8;0;0;0;0;0;;
Ourizona;De 100 a menos de 200 ha;24;3281;24;0;3281;0;24;0;24;0;0;0;0;0;0;0;;
Ourizona;De 200 a menos de 500 ha;12;3282;12;0;3282;0;12;0;12;0;0;0;0;0;0;0;;
Ourizona;De 500 a menos de 1.000 ha;6;3863;6;0;3863;0;6;0;6;0;0;0;0;0;0;0;;
Ourizona;De 1.000 a menos de 2.500 ha;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;;
Ourizona;De 2.500 a menos de 10.000 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Ourizona;De 10.000 ha e mais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Ourizona;Produtor sem área;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Ouro Verde do Oeste;Mais de 0 a menos de 0,1 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Ouro Verde do Oeste;De 0,1 a menos de 0,2 ha;3;0;2;1;0;0;0;3;0;2;0;1;1;1;0;1;;
Ouro Verde do Oeste;De 0,2 a menos de 0,5 ha;3;0;0;3;0;0;2;1;0;0;2;1;0;0;0;0;;
Ouro Verde do Oeste;De 0,5 a menos de 1 ha;32;17;15;17;8;9;16;16;5;10;11;6;1;6;2;2;;
Ouro Verde do Oeste;De 1 a menos de 2 ha;9;12;2;7;0;0;2;7;0;2;2;5;0;2;1;3;;
Ouro Verde do Oeste;De 2 a menos de 3 ha;25;61;12;13;29;32;12;13;5;7;7;6;0;6;1;4;;
Ouro Verde do Oeste;De 3 a menos de 4 ha;9;32;0;9;0;32;6;3;0;0;6;3;0;0;1;2;;
Ouro Verde do Oeste;De 4 a menos de 5 ha;25;119;3;22;14;105;19;6;2;1;17;5;0;1;0;5;;
Ouro Verde do Oeste;De 5 a menos de 10 ha;68;507;9;59;58;449;49;19;3;6;46;13;1;5;2;10;;
Ouro Verde do Oeste;De 10 a menos de 20 ha;93;1331;13;80;189;1142;83;10;9;4;74;6;0;4;0;5;;
Ouro Verde do Oeste;De 20 a menos de 50 ha;96;3003;12;84;379;2624;85;11;7;5;78;6;0;5;0;6;;
Ouro Verde do Oeste;De 50 a menos de 100 ha;46;3330;25;21;2066;1265;45;1;25;0;20;1;0;0;0;1;;
Ouro Verde do Oeste;De 100 a menos de 200 ha;28;3776;28;0;3776;0;26;2;26;2;0;0;0;1;0;0;;
Ouro Verde do Oeste;De 200 a menos de 500 ha;15;4845;15;0;4845;0;15;0;15;0;0;0;0;0;0;0;;
Ouro Verde do Oeste;De 500 a menos de 1.000 ha;4;2631;4;0;2631;0;4;0;4;0;0;0;0;0;0;0;;
Ouro Verde do Oeste;De 1.000 a menos de 2.500 ha;3;0;3;0;0;0;3;0;3;0;0;0;0;0;0;0;;
Ouro Verde do Oeste;De 2.500 a menos de 10.000 ha;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;;
Ouro Verde do Oeste;De 10.000 ha e mais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Ouro Verde do Oeste;Produtor sem área;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;
Paiçandu;Mais de 0 a menos de 0,1 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Paiçandu;De 0,1 a menos de 0,2 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Paiçandu;De 0,2 a menos de 0,5 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Paiçandu;De 0,5 a menos de 1 ha;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;;
Paiçandu;De 1 a menos de 2 ha;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;;
Paiçandu;De 2 a menos de 3 ha;9;21;1;8;0;0;5;4;0;1;5;3;0;1;0;2;;
Paiçandu;De 3 a menos de 4 ha;7;25;1;6;0;0;4;3;0;1;4;2;0;1;0;1;;
Paiçandu;De 4 a menos de 5 ha;6;0;0;6;0;0;1;5;0;0;1;5;0;0;0;5;;
Paiçandu;De 5 a menos de 10 ha;16;125;2;14;0;0;11;5;2;0;9;5;0;0;0;4;;
Paiçandu;De 10 a menos de 20 ha;33;478;3;30;45;433;25;8;2;1;23;7;0;1;2;3;;
Paiçandu;De 20 a menos de 50 ha;48;1708;2;46;0;0;48;0;2;0;46;0;0;0;0;0;;
Paiçandu;De 50 a menos de 100 ha;29;2018;12;17;1035;983;28;1;12;0;16;1;0;0;0;1;;
Paiçandu;De 100 a menos de 200 ha;12;1650;12;0;1650;0;12;0;12;0;0;0;0;0;0;0;;
Paiçandu;De 200 a menos de 500 ha;15;4258;15;0;4258;0;15;0;15;0;0;0;0;0;0;0;;
Paiçandu;De 500 a menos de 1.000 ha;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;;
Paiçandu;De 1.000 a menos de 2.500 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Paiçandu;De 2.500 a menos de 10.000 ha;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;;
Paiçandu;De 10.000 ha e mais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Paiçandu;Produtor sem área;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Palmas;Mais de 0 a menos de 0,1 ha;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;;
Palmas;De 0,1 a menos de 0,2 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Palmas;De 0,2 a menos de 0,5 ha;2;0;0;2;0;0;1;1;0;0;1;1;0;0;1;0;;
Palmas;De 0,5 a menos de 1 ha;49;27;17;32;9;18;5;44;3;14;2;30;8;1;14;6;;
Palmas;De 1 a menos de 2 ha;2;0;1;1;0;0;0;2;0;1;0;1;0;1;0;0;;
Palmas;De 2 a menos de 3 ha;7;17;2;5;0;0;0;7;0;2;0;5;0;1;0;4;;
Palmas;De 3 a menos de 4 ha;3;9;1;2;0;0;1;2;0;1;1;1;0;0;1;0;;
Palmas;De 4 a menos de 5 ha;9;44;2;7;0;0;1;8;0;2;1;6;1;1;1;4;;
Palmas;De 5 a menos de 10 ha;35;275;13;22;102;172;11;24;3;10;8;14;1;8;3;8;;
Palmas;De 10 a menos de 20 ha;190;3068;59;131;914;2154;89;101;21;38;68;63;1;26;6;37;;
Palmas;De 20 a menos de 50 ha;107;3035;39;68;1217;1817;65;42;23;16;42;26;0;13;0;14;;
Palmas;De 50 a menos de 100 ha;44;3074;19;25;1349;1725;17;27;7;12;10;15;0;11;1;8;;
Palmas;De 100 a menos de 200 ha;42;6137;41;1;0;0;22;20;22;19;0;1;1;11;0;1;;
Palmas;De 200 a menos de 500 ha;74;23406;70;4;22259;1147;35;39;35;35;0;4;3;19;0;3;;
Palmas;De 500 a menos de 1.000 ha;43;30023;43;0;30023;0;29;14;29;14;0;0;1;12;0;0;;
Palmas;De 1.000 a menos de 2.500 ha;31;47562;30;1;0;0;18;13;18;12;0;1;0;7;0;1;;
Palmas;De 2.500 a menos de 10.000 ha;2;0;2;0;0;0;0;2;0;2;0;0;0;1;0;0;;
Palmas;De 10.000 ha e mais;1;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;;
Palmas;Produtor sem área;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;;
Palmeira;Mais de 0 a menos de 0,1 ha;10;1;5;5;0;0;2;8;2;3;0;5;3;0;1;4;;
Palmeira;De 0,1 a menos de 0,2 ha;7;1;1;6;0;0;1;6;0;1;1;5;1;0;2;3;;
Palmeira;De 0,2 a menos de 0,5 ha;17;6;5;12;1;4;6;11;1;4;5;7;2;1;3;2;;
Palmeira;De 0,5 a menos de 1 ha;35;23;7;28;5;18;12;23;2;5;10;18;2;2;4;7;;
Palmeira;De 1 a menos de 2 ha;69;97;12;57;14;84;42;27;5;7;37;20;2;3;6;8;;
Palmeira;De 2 a menos de 3 ha;137;336;11;126;27;309;97;40;4;7;93;33;4;1;5;18;;
Palmeira;De 3 a menos de 4 ha;121;425;3;118;0;0;76;45;0;3;76;42;0;2;14;12;;
Palmeira;De 4 a menos de 5 ha;147;695;5;142;23;672;98;49;2;3;96;46;1;2;15;8;;
Palmeira;De 5 a menos de 10 ha;403;3019;22;381;153;2866;308;95;10;12;298;83;1;4;22;23;;
Palmeira;De 10 a menos de 20 ha;381;5516;15;366;222;5293;312;69;8;7;304;62;2;4;12;22;;
Palmeira;De 20 a menos de 50 ha;345;11181;18;327;568;10613;307;38;10;8;297;30;0;5;12;8;;
Palmeira;De 50 a menos de 100 ha;135;9842;94;41;7486;2356;124;11;90;4;34;7;0;2;1;3;;
Palmeira;De 100 a menos de 200 ha;73;9816;73;0;9816;0;64;9;64;9;0;0;1;2;0;0;;
Palmeira;De 200 a menos de 500 ha;66;20091;66;0;20091;0;62;4;62;4;0;0;0;2;0;0;;
Palmeira;De 500 a menos de 1.000 ha;16;11199;16;0;11199;0;15;1;15;1;0;0;0;0;0;0;;
Palmeira;De 1.000 a menos de 2.500 ha;17;24366;17;0;24366;0;15;2;15;2;0;0;0;2;0;0;;
Palmeira;De 2.500 a menos de 10.000 ha;5;0;5;0;0;0;4;1;4;1;0;0;0;1;0;0;;
Palmeira;De 10.000 ha e mais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Palmeira;Produtor sem área;3;0;1;2;0;0;0;2;0;1;0;1;0;1;0;1;;
Palmital;Mais de 0 a menos de 0,1 ha;2;0;0;2;0;0;2;0;0;0;2;0;0;0;0;0;;
Palmital;De 0,1 a menos de 0,2 ha;5;1;3;2;0;0;0;5;0;3;0;2;0;2;0;0;;
Palmital;De 0,2 a menos de 0,5 ha;15;6;3;12;1;5;0;15;0;3;0;12;1;1;1;6;;
Palmital;De 0,5 a menos de 1 ha;20;13;3;17;2;11;9;11;1;2;8;9;0;0;1;4;;
Palmital;De 1 a menos de 2 ha;42;57;8;34;10;47;8;34;1;7;7;27;1;5;2;14;;
Palmital;De 2 a menos de 3 ha;48;115;13;35;30;85;15;33;3;10;12;23;0;7;1;13;;
Palmital;De 3 a menos de 4 ha;60;205;12;48;41;165;17;43;4;8;13;35;3;3;2;20;;
Palmital;De 4 a menos de 5 ha;95;452;10;85;47;404;40;55;3;7;37;48;1;4;0;25;;
Palmital;De 5 a menos de 10 ha;240;1849;27;213;209;1640;112;128;5;22;107;106;1;15;2;71;;
Palmital;De 10 a menos de 20 ha;456;7006;39;417;583;6423;260;196;10;29;250;167;0;18;2;114;;
Palmital;De 20 a menos de 50 ha;413;12759;27;386;941;11818;246;167;10;17;236;150;0;15;5;95;;
Palmital;De 50 a menos de 100 ha;122;8708;38;84;3375;5333;71;51;18;20;53;31;1;18;0;25;;
Palmital;De 100 a menos de 200 ha;81;11329;81;0;11329;0;42;39;42;39;0;0;0;32;0;0;;
Palmital;De 200 a menos de 500 ha;68;21480;68;0;21480;0;29;39;29;39;0;0;1;34;0;0;;
Palmital;De 500 a menos de 1.000 ha;10;6299;10;0;6299;0;5;5;5;5;0;0;0;5;0;0;;
Palmital;De 1.000 a menos de 2.500 ha;3;0;3;0;0;0;1;2;1;2;0;0;0;2;0;0;;
Palmital;De 2.500 a menos de 10.000 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Palmital;De 10.000 ha e mais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Palmital;Produtor sem área;4;0;0;4;0;0;2;0;0;0;2;0;0;0;0;0;;
Palotina;Mais de 0 a menos de 0,1 ha;21;1;7;14;0;1;3;18;1;6;2;12;6;0;11;1;;
Palotina;De 0,1 a menos de 0,2 ha;15;2;5;10;0;0;1;14;0;5;1;9;5;0;7;2;;
Palotina;De 0,2 a menos de 0,5 ha;6;2;1;5;0;0;2;4;0;1;2;3;0;1;1;2;;
Palotina;De 0,5 a menos de 1 ha;85;46;12;73;6;39;8;77;0;12;8;65;2;10;11;54;;
Palotina;De 1 a menos de 2 ha;32;43;5;27;8;35;10;22;2;3;8;19;1;2;2;15;;
Palotina;De 2 a menos de 3 ha;56;136;10;46;24;112;20;36;2;8;18;28;2;6;3;22;;
Palotina;De 3 a menos de 4 ha;20;71;4;16;15;56;8;12;1;3;7;9;2;0;3;3;;
Palotina;De 4 a menos de 5 ha;51;240;7;44;33;207;29;22;4;3;25;19;0;3;5;11;;
Palotina;De 5 a menos de 10 ha;135;1047;17;118;120;927;100;35;8;9;92;26;0;7;1;14;;
Palotina;De 10 a menos de 20 ha;255;3586;24;231;321;3265;229;26;13;11;216;15;0;10;2;11;;
Palotina;De 20 a menos de 50 ha;277;8738;38;239;1222;7515;265;12;35;3;230;9;0;2;2;4;;
Palotina;De 50 a menos de 100 ha;159;11660;96;63;7891;3769;156;3;94;2;62;1;1;0;0;1;;
Palotina;De 100 a menos de 200 ha;78;10867;78;0;10867;0;77;1;77;1;0;0;0;1;0;0;;
Palotina;De 200 a menos de 500 ha;43;11743;43;0;11743;0;42;1;42;1;0;0;0;1;0;0;;
Palotina;De 500 a menos de 1.000 ha;10;6574;10;0;6574;0;10;0;10;0;0;0;0;0;0;0;;
Palotina;De 1.000 a menos de 2.500 ha;3;5639;3;0;5639;0;3;0;3;0;0;0;0;0;0;0;;
Palotina;De 2.500 a menos de 10.000 ha;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;;
Palotina;De 10.000 ha e mais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Palotina;Produtor sem área;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;
Paraíso do Norte;Mais de 0 a menos de 0,1 ha;18;1;8;10;0;0;5;13;3;5;2;8;0;5;0;8;;
Paraíso do Norte;De 0,1 a menos de 0,2 ha;2;0;2;0;0;0;2;0;2;0;0;0;0;0;0;0;;
Paraíso do Norte;De 0,2 a menos de 0,5 ha;14;5;8;6;3;2;4;10;1;7;3;3;0;7;0;3;;
Paraíso do Norte;De 0,5 a menos de 1 ha;118;60;68;50;35;26;16;102;10;58;6;44;0;44;0;38;;
Paraíso do Norte;De 1 a menos de 2 ha;12;14;8;4;0;0;2;10;1;7;1;3;0;4;0;3;;
Paraíso do Norte;De 2 a menos de 3 ha;16;36;8;8;18;18;2;14;1;7;1;7;0;4;0;6;;
Paraíso do Norte;De 3 a menos de 4 ha;13;45;6;7;21;24;1;12;1;5;0;7;0;4;0;0;;
Paraíso do Norte;De 4 a menos de 5 ha;18;85;11;7;52;33;6;12;3;8;3;4;0;6;0;3;;
Paraíso do Norte;De 5 a menos de 10 ha;34;250;10;24;66;184;7;27;2;8;5;19;0;6;0;14;;
Paraíso do Norte;De 10 a menos de 20 ha;33;463;9;24;120;343;20;13;5;4;15;9;0;2;0;5;;
Paraíso do Norte;De 20 a menos de 50 ha;33;1102;5;28;154;948;25;8;3;2;22;6;0;2;0;2;;
Paraíso do Norte;De 50 a menos de 100 ha;19;1315;5;14;417;898;15;4;4;1;11;3;0;1;0;1;;
Paraíso do Norte;De 100 a menos de 200 ha;10;1518;10;0;1518;0;8;2;8;2;0;0;0;0;0;0;;
Paraíso do Norte;De 200 a menos de 500 ha;10;3052;10;0;3052;0;7;3;7;3;0;0;0;1;0;0;;
Paraíso do Norte;De 500 a menos de 1.000 ha;1;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;;
Paraíso do Norte;De 1.000 a menos de 2.500 ha;4;6488;4;0;6488;0;4;0;4;0;0;0;0;0;0;0;;
Paraíso do Norte;De 2.500 a menos de 10.000 ha;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;;
Paraíso do Norte;De 10.000 ha e mais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Paraíso do Norte;Produtor sem área;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;
Paranacity;Mais de 0 a menos de 0,1 ha;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;;
Paranacity;De 0,1 a menos de 0,2 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Paranacity;De 0,2 a menos de 0,5 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Paranacity;De 0,5 a menos de 1 ha;55;28;26;29;13;15;1;54;1;25;0;29;0;19;0;25;;
Paranacity;De 1 a menos de 2 ha;6;7;1;5;0;0;0;6;0;1;0;5;0;1;0;4;;
Paranacity;De 2 a menos de 3 ha;13;31;3;10;7;23;2;11;1;2;1;9;0;1;0;7;;
Paranacity;De 3 a menos de 4 ha;5;18;1;4;0;0;2;3;1;0;1;3;0;0;1;0;;
Paranacity;De 4 a menos de 5 ha;10;48;6;4;29;19;1;9;1;5;0;4;0;3;0;0;;
Paranacity;De 5 a menos de 10 ha;27;195;7;20;53;143;9;18;3;4;6;14;0;2;2;7;;
Paranacity;De 10 a menos de 20 ha;55;851;9;46;135;715;10;45;1;8;9;37;0;7;2;16;;
Paranacity;De 20 a menos de 50 ha;42;1361;12;30;369;993;22;20;3;9;19;11;0;6;0;4;;
Paranacity;De 50 a menos de 100 ha;7;534;3;4;0;0;3;4;1;2;2;2;0;2;0;0;;
Paranacity;De 100 a menos de 200 ha;15;2012;15;0;2012;0;8;7;8;7;0;0;0;3;0;0;;
Paranacity;De 200 a menos de 500 ha;4;1239;4;0;1239;0;4;0;4;0;0;0;0;0;0;0;;
Paranacity;De 500 a menos de 1.000 ha;4;2950;4;0;2950;0;1;3;1;3;0;0;1;0;0;0;;
Paranacity;De 1.000 a menos de 2.500 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Paranacity;De 2.500 a menos de 10.000 ha;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;;
Paranacity;De 10.000 ha e mais;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;;
Paranacity;Produtor sem área;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Paranaguá;Mais de 0 a menos de 0,1 ha;5;0;3;2;0;0;0;5;0;3;0;2;0;3;0;1;;
Paranaguá;De 0,1 a menos de 0,2 ha;1;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;;
Paranaguá;De 0,2 a menos de 0,5 ha;5;1;2;3;0;0;0;5;0;2;0;3;0;2;0;3;;
Paranaguá;De 0,5 a menos de 1 ha;8;5;1;7;0;0;0;8;0;1;0;7;0;1;1;6;;
Paranaguá;De 1 a menos de 2 ha;14;18;3;11;0;0;3;11;0;3;3;8;0;2;1;6;;
Paranaguá;De 2 a menos de 3 ha;9;21;5;4;12;10;2;7;1;4;1;3;0;2;1;2;;
Paranaguá;De 3 a menos de 4 ha;6;20;2;4;0;0;2;4;1;1;1;3;0;1;0;1;;
Paranaguá;De 4 a menos de 5 ha;6;28;2;4;0;0;1;5;1;1;0;4;0;1;0;3;;
Paranaguá;De 5 a menos de 10 ha;24;172;5;19;38;134;6;18;0;5;6;13;0;5;0;9;;
Paranaguá;De 10 a menos de 20 ha;21;294;6;15;78;216;7;14;2;4;5;10;0;3;1;4;;
Paranaguá;De 20 a menos de 50 ha;28;856;10;18;310;546;4;24;1;9;3;15;0;7;1;11;;
Paranaguá;De 50 a menos de 100 ha;5;310;2;3;0;0;2;3;1;1;1;2;0;1;0;1;;
Paranaguá;De 100 a menos de 200 ha;4;0;4;0;0;0;0;4;0;4;0;0;0;4;0;0;;
Paranaguá;De 200 a menos de 500 ha;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;;
Paranaguá;De 500 a menos de 1.000 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Paranaguá;De 1.000 a menos de 2.500 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Paranaguá;De 2.500 a menos de 10.000 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Paranaguá;De 10.000 ha e mais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Paranaguá;Produtor sem área;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Paranapoema;Mais de 0 a menos de 0,1 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Paranapoema;De 0,1 a menos de 0,2 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Paranapoema;De 0,2 a menos de 0,5 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Paranapoema;De 0,5 a menos de 1 ha;3;0;2;1;0;0;0;3;0;2;0;1;0;2;0;1;;
Paranapoema;De 1 a menos de 2 ha;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;;
Paranapoema;De 2 a menos de 3 ha;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;;
Paranapoema;De 3 a menos de 4 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Paranapoema;De 4 a menos de 5 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Paranapoema;De 5 a menos de 10 ha;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;;
Paranapoema;De 10 a menos de 20 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Paranapoema;De 20 a menos de 50 ha;2;0;0;2;0;0;1;1;0;0;1;1;0;0;0;1;;
Paranapoema;De 50 a menos de 100 ha;5;350;0;5;0;350;4;1;0;0;4;1;0;0;0;1;;
Paranapoema;De 100 a menos de 200 ha;1;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;;
Paranapoema;De 200 a menos de 500 ha;4;1375;4;0;1375;0;2;2;2;2;0;0;0;2;0;0;;
Paranapoema;De 500 a menos de 1.000 ha;3;2193;3;0;2193;0;3;0;3;0;0;0;0;0;0;0;;
Paranapoema;De 1.000 a menos de 2.500 ha;2;0;2;0;0;0;2;0;2;0;0;0;0;0;0;0;;
Paranapoema;De 2.500 a menos de 10.000 ha;2;0;2;0;0;0;2;0;2;0;0;0;0;0;0;0;;
Paranapoema;De 10.000 ha e mais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Paranapoema;Produtor sem área;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Paranavaí;Mais de 0 a menos de 0,1 ha;13;1;5;8;0;0;0;13;0;5;0;8;1;4;0;8;;
Paranavaí;De 0,1 a menos de 0,2 ha;5;1;4;1;0;0;0;5;0;4;0;1;1;3;0;1;;
Paranavaí;De 0,2 a menos de 0,5 ha;10;3;4;6;0;0;3;7;2;2;1;5;0;2;0;4;;
Paranavaí;De 0,5 a menos de 1 ha;189;100;99;90;52;48;30;159;16;83;14;76;2;67;9;48;;
Paranavaí;De 1 a menos de 2 ha;63;78;20;43;27;51;10;53;4;16;6;37;2;11;4;27;;
Paranavaí;De 2 a menos de 3 ha;71;177;31;40;79;98;16;55;4;27;12;28;2;16;0;19;;
Paranavaí;De 3 a menos de 4 ha;39;134;17;22;58;76;6;33;1;16;5;17;0;12;0;13;;
Paranavaí;De 4 a menos de 5 ha;41;196;10;31;48;148;8;33;3;7;5;26;2;4;2;18;;
Paranavaí;De 5 a menos de 10 ha;108;848;27;81;209;638;35;73;9;18;26;55;1;12;4;37;;
Paranavaí;De 10 a menos de 20 ha;197;2835;67;130;919;1917;60;137;21;46;39;91;3;34;13;60;;
Paranavaí;De 20 a menos de 50 ha;284;9342;60;224;2071;7270;93;191;21;39;72;152;4;25;18;99;;
Paranavaí;De 50 a menos de 100 ha;139;9990;65;74;5202;4788;44;95;25;40;19;55;5;25;11;23;;
Paranavaí;De 100 a menos de 200 ha;73;10018;73;0;10018;0;26;47;26;47;0;0;2;31;0;0;;
Paranavaí;De 200 a menos de 500 ha;56;18550;56;0;18550;0;28;28;28;28;0;0;1;17;0;0;;
Paranavaí;De 500 a menos de 1.000 ha;26;17407;26;0;17407;0;13;13;13;13;0;0;0;7;0;0;;
Paranavaí;De 1.000 a menos de 2.500 ha;5;6244;5;0;6244;0;4;1;4;1;0;0;0;1;0;0;;
Paranavaí;De 2.500 a menos de 10.000 ha;4;15216;4;0;15216;0;4;0;4;0;0;0;0;0;0;0;;
Paranavaí;De 10.000 ha e mais;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;;
Paranavaí;Produtor sem área;4;0;4;0;0;0;0;1;0;1;0;0;0;1;0;0;;
Pato Bragado;Mais de 0 a menos de 0,1 ha;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;;
Pato Bragado;De 0,1 a menos de 0,2 ha;2;0;0;2;0;0;0;2;0;0;0;2;0;0;0;2;;
Pato Bragado;De 0,2 a menos de 0,5 ha;4;0;0;4;0;0;0;4;0;0;0;4;0;0;2;1;;
Pato Bragado;De 0,5 a menos de 1 ha;7;4;1;6;0;0;1;6;0;1;1;5;0;0;3;2;;
Pato Bragado;De 1 a menos de 2 ha;23;30;7;16;8;22;8;15;2;5;6;10;0;4;5;0;;
Pato Bragado;De 2 a menos de 3 ha;22;54;4;18;10;44;12;10;2;2;10;8;1;1;2;5;;
Pato Bragado;De 3 a menos de 4 ha;21;71;2;19;0;0;8;13;0;2;8;11;0;1;0;7;;
Pato Bragado;De 4 a menos de 5 ha;16;76;1;15;0;0;10;6;0;1;10;5;0;0;1;3;;
Pato Bragado;De 5 a menos de 10 ha;58;452;5;53;38;414;45;13;2;3;43;10;0;2;1;3;;
Pato Bragado;De 10 a menos de 20 ha;75;1003;6;69;82;921;66;9;4;2;62;7;0;1;2;1;;
Pato Bragado;De 20 a menos de 50 ha;57;1662;10;47;294;1368;56;1;10;0;46;1;0;0;0;1;;
Pato Bragado;De 50 a menos de 100 ha;27;1764;12;15;901;863;26;1;11;1;15;0;0;0;0;0;;
Pato Bragado;De 100 a menos de 200 ha;4;704;4;0;704;0;4;0;4;0;0;0;0;0;0;0;;
Pato Bragado;De 200 a menos de 500 ha;4;1088;4;0;1088;0;4;0;4;0;0;0;0;0;0;0;;
Pato Bragado;De 500 a menos de 1.000 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Pato Bragado;De 1.000 a menos de 2.500 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Pato Bragado;De 2.500 a menos de 10.000 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Pato Bragado;De 10.000 ha e mais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Pato Bragado;Produtor sem área;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Pato Branco;Mais de 0 a menos de 0,1 ha;3;0;1;2;0;0;2;1;0;1;2;0;0;1;0;0;;
Pato Branco;De 0,1 a menos de 0,2 ha;2;0;0;2;0;0;0;2;0;0;0;2;0;0;1;1;;
Pato Branco;De 0,2 a menos de 0,5 ha;7;2;2;5;0;0;5;2;2;0;3;2;0;0;0;1;;
Pato Branco;De 0,5 a menos de 1 ha;14;9;6;8;4;5;8;6;4;2;4;4;0;2;1;2;;
Pato Branco;De 1 a menos de 2 ha;33;45;11;22;15;30;20;13;6;5;14;8;2;3;1;6;;
Pato Branco;De 2 a menos de 3 ha;60;145;14;46;34;111;36;24;9;5;27;19;1;3;6;9;;
Pato Branco;De 3 a menos de 4 ha;47;167;14;33;48;118;31;16;8;6;23;10;0;6;0;7;;
Pato Branco;De 4 a menos de 5 ha;66;314;10;56;47;267;50;16;8;2;42;14;1;0;4;6;;
