mun;grupos;num;area;n_af_nao;n_af_sim;area_af_nao;area_af_sim;usa_agrotoxico;nao_usa_agrotoxico;naf_usa_agrotoxico;naf_nao_usa_agrotoxico;af_usa_agrotoxico;af_nao_usa_agrotoxico;naf_organico;naf_n_organico;af_organico;af_n_organico;;
Nova Esperança;De 3 a menos de 4 ha;33;114;5;28;17;97;1;32;0;5;1;27;0;4;3;18;;
Nova Esperança;De 4 a menos de 5 ha;44;211;4;40;19;192;11;33;2;2;9;31;0;2;6;19;;
Nova Esperança;De 5 a menos de 10 ha;138;1010;23;115;170;840;33;105;2;21;31;84;0;16;4;59;;
Nova Esperança;De 10 a menos de 20 ha;171;2390;32;139;450;1940;40;131;7;25;33;106;0;21;4;71;;
Nova Esperança;De 20 a menos de 50 ha;142;4336;28;114;852;3484;55;87;14;14;41;73;1;10;0;51;;
Nova Esperança;De 50 a menos de 100 ha;59;4154;36;23;2687;1467;33;26;21;15;12;11;1;10;0;7;;
Nova Esperança;De 100 a menos de 200 ha;28;4260;28;0;4260;0;12;16;12;16;0;0;2;9;0;0;;
Nova Esperança;De 200 a menos de 500 ha;17;5430;17;0;5430;0;11;6;11;6;0;0;0;5;0;0;;
Nova Esperança;De 500 a menos de 1.000 ha;4;2454;4;0;2454;0;2;2;2;2;0;0;0;2;0;0;;
Nova Esperança;De 1.000 a menos de 2.500 ha;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;;
Nova Esperança;De 2.500 a menos de 10.000 ha;2;0;2;0;0;0;2;0;2;0;0;0;0;0;0;0;;
Nova Esperança;De 10.000 ha e mais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Nova Esperança;Produtor sem área;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Nova Esperança do Sudoeste;Mais de 0 a menos de 0,1 ha;15;1;4;11;0;1;3;12;2;2;1;10;0;2;0;8;;
Nova Esperança do Sudoeste;De 0,1 a menos de 0,2 ha;14;2;7;7;0;0;1;13;0;7;1;6;0;6;0;5;;
Nova Esperança do Sudoeste;De 0,2 a menos de 0,5 ha;33;10;16;17;5;5;5;28;2;14;3;14;0;13;0;13;;
Nova Esperança do Sudoeste;De 0,5 a menos de 1 ha;35;24;13;22;9;15;8;27;1;12;7;15;0;11;0;13;;
Nova Esperança do Sudoeste;De 1 a menos de 2 ha;40;54;17;23;23;31;9;31;5;12;4;19;0;10;0;15;;
Nova Esperança do Sudoeste;De 2 a menos de 3 ha;49;122;15;34;36;85;12;37;3;12;9;25;0;8;0;15;;
Nova Esperança do Sudoeste;De 3 a menos de 4 ha;46;161;13;33;45;115;19;27;4;9;15;18;0;6;0;12;;
Nova Esperança do Sudoeste;De 4 a menos de 5 ha;73;350;19;54;91;259;38;35;8;11;30;24;0;8;1;16;;
Nova Esperança do Sudoeste;De 5 a menos de 10 ha;180;1413;32;148;241;1173;92;88;11;21;81;67;0;15;0;42;;
Nova Esperança do Sudoeste;De 10 a menos de 20 ha;231;3360;23;208;309;3051;149;82;10;13;139;69;0;11;0;38;;
Nova Esperança do Sudoeste;De 20 a menos de 50 ha;167;5052;13;154;394;4657;139;28;9;4;130;24;0;4;0;17;;
Nova Esperança do Sudoeste;De 50 a menos de 100 ha;31;2211;9;22;782;1429;23;8;5;4;18;4;0;4;0;3;;
Nova Esperança do Sudoeste;De 100 a menos de 200 ha;8;1180;8;0;1180;0;7;1;7;1;0;0;0;1;0;0;;
Nova Esperança do Sudoeste;De 200 a menos de 500 ha;5;1217;5;0;1217;0;2;3;2;3;0;0;0;3;0;0;;
Nova Esperança do Sudoeste;De 500 a menos de 1.000 ha;3;0;3;0;0;0;1;2;1;2;0;0;0;1;0;0;;
Nova Esperança do Sudoeste;De 1.000 a menos de 2.500 ha;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;;
Nova Esperança do Sudoeste;De 2.500 a menos de 10.000 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Nova Esperança do Sudoeste;De 10.000 ha e mais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Nova Esperança do Sudoeste;Produtor sem área;9;0;5;4;0;0;1;7;0;5;1;2;0;5;0;2;;
Nova Fátima;Mais de 0 a menos de 0,1 ha;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;;
Nova Fátima;De 0,1 a menos de 0,2 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Nova Fátima;De 0,2 a menos de 0,5 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Nova Fátima;De 0,5 a menos de 1 ha;95;48;56;39;29;20;3;92;1;55;2;37;1;27;5;15;;
Nova Fátima;De 1 a menos de 2 ha;9;11;2;7;0;0;0;9;0;2;0;7;0;0;2;3;;
Nova Fátima;De 2 a menos de 3 ha;3;0;1;2;0;0;3;0;1;0;2;0;0;0;0;0;;
Nova Fátima;De 3 a menos de 4 ha;8;27;0;8;0;27;1;7;0;0;1;7;0;0;0;4;;
Nova Fátima;De 4 a menos de 5 ha;8;38;3;5;15;23;4;4;1;2;3;2;0;2;0;1;;
Nova Fátima;De 5 a menos de 10 ha;25;193;7;18;53;140;11;14;2;5;9;9;1;3;1;2;;
Nova Fátima;De 10 a menos de 20 ha;21;302;2;19;0;0;11;10;0;2;11;8;0;1;2;3;;
Nova Fátima;De 20 a menos de 50 ha;22;734;7;15;223;512;14;8;5;2;9;6;0;1;0;3;;
Nova Fátima;De 50 a menos de 100 ha;21;1410;10;11;774;636;17;4;8;2;9;2;0;0;0;2;;
Nova Fátima;De 100 a menos de 200 ha;11;1590;11;0;1590;0;8;3;8;3;0;0;0;1;0;0;;
Nova Fátima;De 200 a menos de 500 ha;9;2679;9;0;2679;0;8;1;8;1;0;0;0;1;0;0;;
Nova Fátima;De 500 a menos de 1.000 ha;7;5685;7;0;5685;0;6;1;6;1;0;0;0;1;0;0;;
Nova Fátima;De 1.000 a menos de 2.500 ha;4;6142;4;0;6142;0;4;0;4;0;0;0;0;0;0;0;;
Nova Fátima;De 2.500 a menos de 10.000 ha;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;;
Nova Fátima;De 10.000 ha e mais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Nova Fátima;Produtor sem área;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Nova Laranjeiras;Mais de 0 a menos de 0,1 ha;10;1;1;9;0;0;2;8;1;0;1;8;0;0;0;7;;
Nova Laranjeiras;De 0,1 a menos de 0,2 ha;29;4;7;22;1;3;1;28;0;7;1;21;4;3;2;18;;
Nova Laranjeiras;De 0,2 a menos de 0,5 ha;23;8;2;21;0;0;1;22;0;2;1;20;1;1;4;10;;
Nova Laranjeiras;De 0,5 a menos de 1 ha;44;30;4;40;2;28;13;31;1;3;12;28;2;1;8;16;;
Nova Laranjeiras;De 1 a menos de 2 ha;130;180;20;110;26;154;42;88;6;14;36;74;1;13;25;43;;
Nova Laranjeiras;De 2 a menos de 3 ha;138;349;23;115;59;290;51;87;6;17;45;70;4;10;26;39;;
Nova Laranjeiras;De 3 a menos de 4 ha;84;303;13;71;46;257;35;49;7;6;28;43;3;3;7;27;;
Nova Laranjeiras;De 4 a menos de 5 ha;110;529;17;93;82;447;43;67;4;13;39;54;4;6;12;31;;
Nova Laranjeiras;De 5 a menos de 10 ha;237;1845;38;199;301;1544;127;110;16;22;111;88;6;12;10;53;;
Nova Laranjeiras;De 10 a menos de 20 ha;519;7438;46;473;649;6789;329;190;21;25;308;165;1;20;11;95;;
Nova Laranjeiras;De 20 a menos de 50 ha;413;12577;31;382;972;11605;275;138;15;16;260;122;2;10;10;73;;
Nova Laranjeiras;De 50 a menos de 100 ha;135;9660;68;67;5685;3975;97;38;49;19;48;19;1;16;1;12;;
Nova Laranjeiras;De 100 a menos de 200 ha;76;10528;76;0;10528;0;53;23;53;23;0;0;2;17;0;0;;
Nova Laranjeiras;De 200 a menos de 500 ha;69;20071;69;0;20071;0;36;33;36;33;0;0;3;24;0;0;;
Nova Laranjeiras;De 500 a menos de 1.000 ha;18;12255;18;0;12255;0;13;5;13;5;0;0;1;4;0;0;;
Nova Laranjeiras;De 1.000 a menos de 2.500 ha;4;0;4;0;0;0;3;1;3;1;0;0;0;1;0;0;;
Nova Laranjeiras;De 2.500 a menos de 10.000 ha;1;0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;;
Nova Laranjeiras;De 10.000 ha e mais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Nova Laranjeiras;Produtor sem área;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;;
Nova Londrina;Mais de 0 a menos de 0,1 ha;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;;
Nova Londrina;De 0,1 a menos de 0,2 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Nova Londrina;De 0,2 a menos de 0,5 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Nova Londrina;De 0,5 a menos de 1 ha;61;31;29;32;15;16;0;61;0;29;0;32;0;27;0;32;;
Nova Londrina;De 1 a menos de 2 ha;4;0;2;2;0;0;0;4;0;2;0;2;0;2;0;2;;
Nova Londrina;De 2 a menos de 3 ha;15;37;7;8;17;20;0;15;0;7;0;8;0;5;0;7;;
Nova Londrina;De 3 a menos de 4 ha;5;17;3;2;0;0;0;5;0;3;0;2;0;3;0;2;;
Nova Londrina;De 4 a menos de 5 ha;29;138;16;13;77;61;0;29;0;16;0;13;0;14;0;11;;
Nova Londrina;De 5 a menos de 10 ha;41;309;22;19;161;148;2;39;1;21;1;18;0;21;0;12;;
Nova Londrina;De 10 a menos de 20 ha;38;584;14;24;208;376;2;36;0;14;2;22;0;14;0;19;;
Nova Londrina;De 20 a menos de 50 ha;46;1324;7;39;204;1120;5;41;1;6;4;35;0;5;0;25;;
Nova Londrina;De 50 a menos de 100 ha;21;1462;6;15;467;995;2;19;0;6;2;13;0;3;0;11;;
Nova Londrina;De 100 a menos de 200 ha;14;1944;14;0;1944;0;1;13;1;13;0;0;0;8;0;0;;
Nova Londrina;De 200 a menos de 500 ha;16;5535;16;0;5535;0;1;15;1;15;0;0;0;9;0;0;;
Nova Londrina;De 500 a menos de 1.000 ha;8;6219;8;0;6219;0;0;8;0;8;0;0;0;5;0;0;;
Nova Londrina;De 1.000 a menos de 2.500 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Nova Londrina;De 2.500 a menos de 10.000 ha;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;;
Nova Londrina;De 10.000 ha e mais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Nova Londrina;Produtor sem área;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Nova Olímpia;Mais de 0 a menos de 0,1 ha;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;;
Nova Olímpia;De 0,1 a menos de 0,2 ha;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;;
Nova Olímpia;De 0,2 a menos de 0,5 ha;4;1;0;4;0;1;1;3;0;0;1;3;0;0;0;2;;
Nova Olímpia;De 0,5 a menos de 1 ha;25;13;13;12;7;7;16;9;9;4;7;5;0;4;0;4;;
Nova Olímpia;De 1 a menos de 2 ha;9;12;2;7;0;0;4;5;1;1;3;4;0;1;0;2;;
Nova Olímpia;De 2 a menos de 3 ha;8;20;3;5;7;13;1;7;0;3;1;4;0;2;0;4;;
Nova Olímpia;De 3 a menos de 4 ha;6;21;2;4;0;0;3;3;0;2;3;1;0;2;0;1;;
Nova Olímpia;De 4 a menos de 5 ha;19;90;5;14;24;66;7;12;1;4;6;8;0;3;0;5;;
Nova Olímpia;De 5 a menos de 10 ha;38;274;7;31;49;225;13;25;2;5;11;20;0;4;0;13;;
Nova Olímpia;De 10 a menos de 20 ha;67;910;16;51;228;682;28;39;5;11;23;28;0;10;0;15;;
Nova Olímpia;De 20 a menos de 50 ha;43;1346;6;37;202;1144;23;20;2;4;21;16;0;3;0;11;;
Nova Olímpia;De 50 a menos de 100 ha;17;1222;3;14;0;0;10;7;2;1;8;6;0;0;0;4;;
Nova Olímpia;De 100 a menos de 200 ha;8;1113;8;0;1113;0;3;5;3;5;0;0;0;2;0;0;;
Nova Olímpia;De 200 a menos de 500 ha;6;1879;6;0;1879;0;3;3;3;3;0;0;0;3;0;0;;
Nova Olímpia;De 500 a menos de 1.000 ha;2;0;2;0;0;0;2;0;2;0;0;0;0;0;0;0;;
Nova Olímpia;De 1.000 a menos de 2.500 ha;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;;
Nova Olímpia;De 2.500 a menos de 10.000 ha;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;;
Nova Olímpia;De 10.000 ha e mais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Nova Olímpia;Produtor sem área;2;0;0;2;0;0;1;1;0;0;1;1;0;0;0;1;;
Nova Santa Bárbara;Mais de 0 a menos de 0,1 ha;2;0;1;1;0;0;0;2;0;1;0;1;0;1;0;1;;
Nova Santa Bárbara;De 0,1 a menos de 0,2 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Nova Santa Bárbara;De 0,2 a menos de 0,5 ha;2;0;0;2;0;0;0;2;0;0;0;2;0;0;0;2;;
Nova Santa Bárbara;De 0,5 a menos de 1 ha;48;25;1;47;0;0;0;48;0;1;0;47;0;1;2;41;;
Nova Santa Bárbara;De 1 a menos de 2 ha;2;0;0;2;0;0;0;2;0;0;0;2;0;0;0;2;;
Nova Santa Bárbara;De 2 a menos de 3 ha;11;27;0;11;0;27;5;6;0;0;5;6;0;0;0;5;;
Nova Santa Bárbara;De 3 a menos de 4 ha;13;46;1;12;0;0;5;8;0;1;5;7;0;1;0;5;;
Nova Santa Bárbara;De 4 a menos de 5 ha;12;57;1;11;0;0;5;7;0;1;5;6;0;1;0;4;;
Nova Santa Bárbara;De 5 a menos de 10 ha;29;221;0;29;0;221;17;12;0;0;17;12;0;0;1;10;;
Nova Santa Bárbara;De 10 a menos de 20 ha;32;437;1;31;0;0;26;6;0;1;26;5;0;1;0;5;;
Nova Santa Bárbara;De 20 a menos de 50 ha;15;455;1;14;0;0;15;0;1;0;14;0;0;0;0;0;;
Nova Santa Bárbara;De 50 a menos de 100 ha;4;271;2;2;0;0;4;0;2;0;2;0;0;0;0;0;;
Nova Santa Bárbara;De 100 a menos de 200 ha;11;1624;11;0;1624;0;11;0;11;0;0;0;0;0;0;0;;
Nova Santa Bárbara;De 200 a menos de 500 ha;5;1382;5;0;1382;0;5;0;5;0;0;0;0;0;0;0;;
Nova Santa Bárbara;De 500 a menos de 1.000 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Nova Santa Bárbara;De 1.000 a menos de 2.500 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Nova Santa Bárbara;De 2.500 a menos de 10.000 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Nova Santa Bárbara;De 10.000 ha e mais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Nova Santa Bárbara;Produtor sem área;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Nova Santa Rosa;Mais de 0 a menos de 0,1 ha;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;;
Nova Santa Rosa;De 0,1 a menos de 0,2 ha;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;;
Nova Santa Rosa;De 0,2 a menos de 0,5 ha;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;;
Nova Santa Rosa;De 0,5 a menos de 1 ha;2;0;0;2;0;0;0;2;0;0;0;2;0;0;0;2;;
Nova Santa Rosa;De 1 a menos de 2 ha;15;20;2;13;0;0;7;8;0;2;7;6;0;2;0;6;;
Nova Santa Rosa;De 2 a menos de 3 ha;30;74;5;25;12;62;12;18;1;4;11;14;0;4;1;12;;
Nova Santa Rosa;De 3 a menos de 4 ha;31;109;2;29;0;0;17;14;1;1;16;13;0;1;0;12;;
Nova Santa Rosa;De 4 a menos de 5 ha;39;180;4;35;18;161;29;10;3;1;26;9;0;1;0;7;;
Nova Santa Rosa;De 5 a menos de 10 ha;146;1115;28;118;201;913;113;33;10;18;103;15;0;17;0;12;;
Nova Santa Rosa;De 10 a menos de 20 ha;175;2527;21;154;298;2229;157;18;12;9;145;9;1;7;2;4;;
Nova Santa Rosa;De 20 a menos de 50 ha;173;5377;18;155;615;4762;170;3;16;2;154;1;0;2;0;0;;
Nova Santa Rosa;De 50 a menos de 100 ha;57;3809;27;30;2051;1758;56;1;26;1;30;0;0;1;0;0;;
Nova Santa Rosa;De 100 a menos de 200 ha;11;1437;11;0;1437;0;11;0;11;0;0;0;0;0;0;0;;
Nova Santa Rosa;De 200 a menos de 500 ha;4;956;4;0;956;0;4;0;4;0;0;0;0;0;0;0;;
Nova Santa Rosa;De 500 a menos de 1.000 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Nova Santa Rosa;De 1.000 a menos de 2.500 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Nova Santa Rosa;De 2.500 a menos de 10.000 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Nova Santa Rosa;De 10.000 ha e mais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Nova Santa Rosa;Produtor sem área;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Nova Prata do Iguaçu;Mais de 0 a menos de 0,1 ha;12;1;2;10;0;0;2;10;0;2;2;8;0;1;0;7;;
Nova Prata do Iguaçu;De 0,1 a menos de 0,2 ha;13;2;8;5;0;0;2;11;2;6;0;5;0;4;0;5;;
Nova Prata do Iguaçu;De 0,2 a menos de 0,5 ha;16;5;5;11;1;3;3;13;1;4;2;9;0;4;0;7;;
Nova Prata do Iguaçu;De 0,5 a menos de 1 ha;33;21;14;19;9;12;15;18;7;7;8;11;0;2;0;5;;
Nova Prata do Iguaçu;De 1 a menos de 2 ha;39;52;10;29;13;39;15;24;1;9;14;15;0;5;0;12;;
Nova Prata do Iguaçu;De 2 a menos de 3 ha;29;70;6;23;15;56;14;15;3;3;11;12;0;2;1;5;;
Nova Prata do Iguaçu;De 3 a menos de 4 ha;47;160;17;30;57;103;29;18;9;8;20;10;0;4;1;8;;
Nova Prata do Iguaçu;De 4 a menos de 5 ha;55;261;10;45;47;214;36;19;3;7;33;12;0;5;1;7;;
Nova Prata do Iguaçu;De 5 a menos de 10 ha;176;1369;20;156;165;1205;138;38;14;6;124;32;0;3;1;15;;
Nova Prata do Iguaçu;De 10 a menos de 20 ha;208;3052;12;196;163;2890;183;25;7;5;176;20;1;3;1;10;;
Nova Prata do Iguaçu;De 20 a menos de 50 ha;229;7207;13;216;429;6777;210;19;11;2;199;17;0;2;3;6;;
Nova Prata do Iguaçu;De 50 a menos de 100 ha;65;4386;17;48;1339;3046;64;1;17;0;47;1;0;0;0;1;;
Nova Prata do Iguaçu;De 100 a menos de 200 ha;39;5319;38;1;0;0;37;2;36;2;1;0;0;0;0;0;;
Nova Prata do Iguaçu;De 200 a menos de 500 ha;12;3634;12;0;3634;0;12;0;12;0;0;0;0;0;0;0;;
Nova Prata do Iguaçu;De 500 a menos de 1.000 ha;4;0;4;0;0;0;3;1;3;1;0;0;0;1;0;0;;
Nova Prata do Iguaçu;De 1.000 a menos de 2.500 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Nova Prata do Iguaçu;De 2.500 a menos de 10.000 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Nova Prata do Iguaçu;De 10.000 ha e mais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Nova Prata do Iguaçu;Produtor sem área;3;0;0;3;0;0;2;0;0;0;2;0;0;0;0;0;;
Nova Tebas;Mais de 0 a menos de 0,1 ha;2;0;2;0;0;0;1;1;1;1;0;0;0;1;0;0;;
Nova Tebas;De 0,1 a menos de 0,2 ha;2;0;0;2;0;0;0;2;0;0;0;2;0;0;0;2;;
Nova Tebas;De 0,2 a menos de 0,5 ha;40;18;5;35;2;16;18;22;3;2;15;20;0;1;2;9;;
Nova Tebas;De 0,5 a menos de 1 ha;40;28;7;33;4;24;7;33;3;4;4;29;0;3;3;16;;
Nova Tebas;De 1 a menos de 2 ha;67;93;12;55;16;76;24;43;5;7;19;36;1;5;4;21;;
Nova Tebas;De 2 a menos de 3 ha;71;175;17;54;41;134;25;46;7;10;18;36;4;6;4;25;;
Nova Tebas;De 3 a menos de 4 ha;70;244;7;63;26;218;27;43;5;2;22;41;0;1;5;26;;
Nova Tebas;De 4 a menos de 5 ha;77;367;7;70;34;333;28;49;1;6;27;43;0;4;7;28;;
Nova Tebas;De 5 a menos de 10 ha;204;1554;33;171;257;1297;95;109;12;21;83;88;4;14;14;53;;
Nova Tebas;De 10 a menos de 20 ha;173;2538;26;147;371;2167;76;97;9;17;67;80;3;11;6;55;;
Nova Tebas;De 20 a menos de 50 ha;140;4547;15;125;485;4062;85;55;7;8;78;47;0;7;10;28;;
Nova Tebas;De 50 a menos de 100 ha;56;3942;16;40;1356;2585;39;17;13;3;26;14;0;2;0;9;;
Nova Tebas;De 100 a menos de 200 ha;37;5334;37;0;5334;0;27;10;27;10;0;0;0;9;0;0;;
Nova Tebas;De 200 a menos de 500 ha;57;18201;57;0;18201;0;41;16;41;16;0;0;0;15;0;0;;
Nova Tebas;De 500 a menos de 1.000 ha;7;4615;7;0;4615;0;4;3;4;3;0;0;0;3;0;0;;
Nova Tebas;De 1.000 a menos de 2.500 ha;3;3518;3;0;3518;0;3;0;3;0;0;0;0;0;0;0;;
Nova Tebas;De 2.500 a menos de 10.000 ha;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;;
Nova Tebas;De 10.000 ha e mais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Nova Tebas;Produtor sem área;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;;
Novo Itacolomi;Mais de 0 a menos de 0,1 ha;7;0;1;6;0;0;1;6;0;1;1;5;0;1;0;4;;
Novo Itacolomi;De 0,1 a menos de 0,2 ha;8;1;1;7;0;0;1;7;0;1;1;6;0;1;0;6;;
Novo Itacolomi;De 0,2 a menos de 0,5 ha;7;2;2;5;0;0;2;5;1;1;1;4;0;0;0;3;;
Novo Itacolomi;De 0,5 a menos de 1 ha;10;5;3;7;2;4;0;10;0;3;0;7;0;3;0;7;;
Novo Itacolomi;De 1 a menos de 2 ha;11;14;1;10;0;0;3;8;0;1;3;7;0;0;0;6;;
Novo Itacolomi;De 2 a menos de 3 ha;21;50;5;16;12;38;5;16;1;4;4;12;0;4;0;11;;
Novo Itacolomi;De 3 a menos de 4 ha;25;86;3;22;10;76;12;13;1;2;11;11;0;2;0;8;;
Novo Itacolomi;De 4 a menos de 5 ha;41;194;9;32;43;152;23;18;3;6;20;12;0;6;0;12;;
Novo Itacolomi;De 5 a menos de 10 ha;89;651;16;73;113;538;58;31;6;10;52;21;0;9;0;18;;
Novo Itacolomi;De 10 a menos de 20 ha;82;1167;7;75;82;1086;58;24;4;3;54;21;0;3;0;17;;
Novo Itacolomi;De 20 a menos de 50 ha;76;2208;6;70;166;2042;51;25;2;4;49;21;0;4;0;15;;
Novo Itacolomi;De 50 a menos de 100 ha;23;1558;14;9;1054;505;17;6;9;5;8;1;0;5;0;1;;
Novo Itacolomi;De 100 a menos de 200 ha;13;1820;13;0;1820;0;9;4;9;4;0;0;0;4;0;0;;
Novo Itacolomi;De 200 a menos de 500 ha;7;0;7;0;0;0;5;2;5;2;0;0;0;1;0;0;;
Novo Itacolomi;De 500 a menos de 1.000 ha;2;0;2;0;0;0;2;0;2;0;0;0;0;0;0;0;;
Novo Itacolomi;De 1.000 a menos de 2.500 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Novo Itacolomi;De 2.500 a menos de 10.000 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Novo Itacolomi;De 10.000 ha e mais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Novo Itacolomi;Produtor sem área;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Ortigueira;Mais de 0 a menos de 0,1 ha;14;1;6;8;0;0;4;10;1;5;3;5;0;4;0;3;;
Ortigueira;De 0,1 a menos de 0,2 ha;18;3;6;12;1;2;2;16;0;6;2;10;0;4;0;5;;
Ortigueira;De 0,2 a menos de 0,5 ha;73;27;12;61;4;23;12;61;0;12;12;49;0;7;0;20;;
Ortigueira;De 0,5 a menos de 1 ha;131;79;34;97;21;59;36;95;10;24;26;71;0;15;1;30;;
Ortigueira;De 1 a menos de 2 ha;121;154;29;92;38;117;43;78;10;19;33;59;1;15;5;38;;
Ortigueira;De 2 a menos de 3 ha;203;489;36;167;87;402;82;121;13;23;69;98;1;12;8;52;;
Ortigueira;De 3 a menos de 4 ha;76;269;15;61;54;215;34;42;6;9;28;33;1;6;0;16;;
Ortigueira;De 4 a menos de 5 ha;193;931;37;156;178;752;87;106;11;26;76;80;2;18;4;52;;
Ortigueira;De 5 a menos de 10 ha;351;2748;57;294;449;2299;152;199;20;37;132;162;0;22;5;103;;
Ortigueira;De 10 a menos de 20 ha;651;9818;64;587;926;8892;293;358;29;35;264;323;0;21;12;204;;
Ortigueira;De 20 a menos de 50 ha;652;19528;64;588;1966;17562;290;362;23;41;267;321;1;32;9;217;;
Ortigueira;De 50 a menos de 100 ha;155;10886;55;100;4637;6249;71;84;26;29;45;55;0;22;1;35;;
Ortigueira;De 100 a menos de 200 ha;120;17380;120;0;17380;0;52;68;52;68;0;0;1;53;0;0;;
Ortigueira;De 200 a menos de 500 ha;131;41601;131;0;41601;0;63;68;63;68;0;0;1;46;0;0;;
Ortigueira;De 500 a menos de 1.000 ha;52;36098;51;1;0;0;24;28;24;27;0;1;2;13;1;0;;
Ortigueira;De 1.000 a menos de 2.500 ha;19;28015;19;0;28015;0;11;8;11;8;0;0;0;6;0;0;;
Ortigueira;De 2.500 a menos de 10.000 ha;3;0;3;0;0;0;1;2;1;2;0;0;0;0;0;0;;
Ortigueira;De 10.000 ha e mais;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;;
Ortigueira;Produtor sem área;4;0;1;3;0;0;1;0;0;0;1;0;0;0;0;0;;
Ourizona;Mais de 0 a menos de 0,1 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Ourizona;De 0,1 a menos de 0,2 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Ourizona;De 0,2 a menos de 0,5 ha;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;;
Ourizona;De 0,5 a menos de 1 ha;6;4;1;5;0;0;2;4;0;1;2;3;0;1;0;3;;
Ourizona;De 1 a menos de 2 ha;5;7;1;4;0;0;2;3;0;1;2;2;0;1;0;2;;
Ourizona;De 2 a menos de 3 ha;8;19;2;6;0;0;3;5;2;0;1;5;0;0;1;4;;
Ourizona;De 3 a menos de 4 ha;4;0;2;2;0;0;2;2;0;2;2;0;0;1;0;0;;
Ourizona;De 4 a menos de 5 ha;10;48;2;8;0;0;7;3;0;2;7;1;0;1;0;0;;
Ourizona;De 5 a menos de 10 ha;19;147;1;18;0;0;13;6;1;0;12;6;0;0;1;1;;
Ourizona;De 10 a menos de 20 ha;30;434;4;26;53;381;27;3;3;1;24;2;0;1;1;1;;
Ourizona;De 20 a menos de 50 ha;49;1625;5;44;175;1450;45;4;3;2;42;2;0;1;1;1;;
